cropRegCode,state,year,season,Registered Area,Inspected Area,Certified Area,Crop,Variety,CropCode,VarietyCode,Source Class,Destination Class,Estimated Yeild (Qtl),Intake Quantity,Intake Verified Quantity,Sowing Week,Sowing Month,Harvesting Week,harvesting month,District,Block,Village,Sowed Quantity,cropPattern,typeOfSowing,cropCondition,Tc Quantity
K23-2-214,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,GAYATRI (IET-8022),C002,V059,FOUNDATION I,CERTIFIED I,76,60,60,Week 1,AUGUST,Week 2,DECEMBER,PURI,PIPILI,Suabarei,1,Sole Cropping,Transplanting,average,60
R23-5-220,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,14,13,13,Week 2,JANUARY,Week 4,APRIL,MAYURBHANJ,KAPTIPADA,Sarat,0.4,Sole Cropping,Broadcasting,good,14
K23-5-837,Odisha,2023-24,KHARIF (2023),0.4,0.4,0.4,Black gram (Biri),Shashi(OBG 33),C011,V511,BREEDER,FOUNDATION I,2.8,1.1,1.1,Week 3,SEPTEMBER,Week 4,JANUARY,KENDUJHAR,GHASIPURA,Gohira,0.2,Sole Cropping,Broadcasting,average,1.2
K23-1-1639,Odisha,2023-24,KHARIF (2023),8,8,8,PaddyDhan,MTU-7029(SWARNA),C002,V016,FOUNDATION I,CERTIFIED I,440,200,200,Week 2,AUGUST,Week 4,DECEMBER,BARGARH,ATTABIRA,Bugbuga,3.8,Sole Cropping,Transplanting,good,200
R23-5-408,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),LBG 787 (Tulasi),C011,V468,CERTIFIED I,CERTIFIED II,14,14.5,14.5,Week 5,JANUARY,Week 2,APRIL,KENDUJHAR,KENDUJHAR SADAR,Badamuni,0.4,Sole Cropping,Broadcasting,good,15
R23-3-476,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,16,11.5,11.5,Week 3,JANUARY,Week 3,APRIL,CUTTACK,NIALI,Mahanga,0.4,Sole Cropping,Broadcasting,good,14
K23-6-199,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,Amara (MTU-1064),C002,V302,FOUNDATION I,CERTIFIED I,80,45,45,Week 4,JUNE,Week 3,DECEMBER,GANJAM,PATRAPUR,Surangi,0.1,Sole Cropping,Transplanting,good,45
K23-1-331,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,MTU 1075 (IET 18482),C002,V015,FOUNDATION I,CERTIFIED I,100,58,58,Week 4,JUNE,Week 1,NOVEMBER,SUNDARGARH,SUNDARGARH,Samina,1,Sole Cropping,Transplanting,good,60
R23-1-269,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,18,10.6,10.6,Week 1,JANUARY,Week 5,APRIL,BARGARH,PAIKMAL,Changaria,0.4,Sole Cropping,Broadcasting,good,18
K23-6-299,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,INDRA(MTV-1061),C002,V635,FOUNDATION I,CERTIFIED I,72,45,45,Week 5,JUNE,Week 3,DECEMBER,GANJAM,BHANJANAGAR,Krushnasaranpur,1,Sole Cropping,Transplanting,good,45
R23-1-224,Odisha,2023-24,RABI (2023-24),1,1,1,Ground nut PeanutMung phalli,K 1812 (Kadiri Lepakshi),C026,V513,FOUNDATION I,CERTIFIED I,18,14,14,Week 1,JANUARY,Week 4,MAY,SUNDARGARH,LEPHRIPARA,Karadega,1.5,Sole Cropping,Broadcasting,good,20
K23-7-112,Odisha,2023-24,KHARIF (2023),6,6,6,PaddyDhan,MTU-1001(VIJETHA),C002,V127,CERTIFIED I,CERTIFIED II,300,195,195,Week 3,JUNE,Week 3,NOVEMBER,NUAPADA,Khariar Road NAC,WARD1,3,Sole Cropping,Transplanting,good,195
R23-2-585,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,14,14,14,Week 2,JANUARY,Week 4,APRIL,KHORDHA,BALIPATNA,Somanasasan,0.4,Sole Cropping,Broadcasting,good,13.5
R23-8-918,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 205-7 (Virat),C015,V437,CERTIFIED I,CERTIFIED II,12,12,12,Week 1,FEBRUARY,Week 4,APRIL,BALESHWAR,BASTA,Nabara,0.4,Sole Cropping,Broadcasting,good,13
R23-3-556,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,20,13.5,13.5,Week 3,JANUARY,Week 6,APRIL,KENDRAPARA,PATTAMUNDAI,Balipatana,0.4,Sole Cropping,Transplanting,average,14
R23-1-340,Odisha,2023-24,RABI (2023-24),4,4,4,Ground nut PeanutMung phalli,K 1812 (Kadiri Lepakshi),C026,V513,CERTIFIED I,CERTIFIED II,60,66,66,Week 2,DECEMBER,Week 5,APRIL,BARGARH,PAIKMAL,Baitalbhata,6,Sole Cropping,Drilling,good,60
K23-1-1991,Odisha,2023-24,KHARIF (2023),3,3,3,Finger millet (Ragi),VL Mandua 379 (VL 379),C005,V457,FOUNDATION I,CERTIFIED I,36,33,33,Week 2,AUGUST,Week 4,OCTOBER,BARGARH,GAISILET,Dangabahal,0.04,,,,30
R23-7-233,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,18,19.5,19.5,Week 4,JANUARY,Week 2,APRIL,KALAHANDI,JUNAGARH,Atigaon,0.4,Sole Cropping,Broadcasting,good,19.6
K23-8-250,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,MTU 1075 (IET 18482),C002,V015,FOUNDATION I,CERTIFIED I,85,47,47,Week 1,JULY,Week 5,NOVEMBER,BALESHWAR,SORO,Sarasankha,1,Sole Cropping,Transplanting,good,70
R23-3-157,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,20,11,11,Week 3,JANUARY,Week 1,APRIL,KENDRAPARA,DERABISH,Panapada,0.4,Sole Cropping,Broadcasting,good,14
R23-8-245,Odisha,2023-24,RABI (2023-24),4,4,4,Ground nut PeanutMung phalli,K 1812 (Kadiri Lepakshi),C026,V513,FOUNDATION I,CERTIFIED I,52.8,58,58,Week 1,DECEMBER,Week 1,APRIL,BALESHWAR,BASTA,Gopinathpur,6,Sole Cropping,Dibbling,good,52.8
K23-5-251,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,MTU-7029(SWARNA),C002,V016,FOUNDATION I,CERTIFIED I,80,44,44,Week 5,JUNE,Week 5,NOVEMBER,KENDUJHAR,GHASIPURA,Khaliamenta,1,Sole Cropping,Transplanting,average,55
R23-8-685,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,14.4,14.5,14.5,Week 1,JANUARY,Week 5,APRIL,BALESHWAR,BALIAPAL,Sethpura,0.4,Sole Cropping,Broadcasting,good,14.5
K23-2-49,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,MTU-7029(SWARNA),C002,V016,FOUNDATION I,CERTIFIED I,80,50,50,Week 1,AUGUST,Week 3,DECEMBER,PURI,NIMAPADA,Bhanapur,1,Sole Cropping,Transplanting,average,50
K23-4-156,Odisha,2023-24,KHARIF (2023),8,8,8,PaddyDhan,MTU-1001(VIJETHA),C002,V127,CERTIFIED I,CERTIFIED II,320,200,200,Week 5,JUNE,Week 3,NOVEMBER,KORAPUT,KUNDURA,Phupugam,4,Sole Cropping,Transplanting,good,320
K23-3-19,Odisha,2023-24,KHARIF (2023),6,6,6,PaddyDhan,Kalachampa,C002,V372,FOUNDATION I,CERTIFIED I,330,118.5,118.5,Week 1,JULY,Week 1,DECEMBER,DHENKANAL,BHUBAN,Kuninda,3,Sole Cropping,Transplanting,good,108
K23-5-19,Odisha,2023-24,KHARIF (2023),0.4,0.4,0.4,Pigeon pea (Red gram/Arhar),BRG 5,C022,V435,FOUNDATION I,CERTIFIED I,0.8,0.5,0.5,Week 4,JULY,Week 1,FEBRUARY,MAYURBHANJ,BISOI,Jamjhari,0.08,Sole Cropping,Broadcasting,good,0.5
K23-6-455,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,SWARANA-SUB 1 (CR 2539-1) IET-20266,C002,V118,FOUNDATION I,CERTIFIED I,72,42,42,Week 3,JUNE,Week 5,NOVEMBER,GANJAM,BUGUDA,Ballipadar,1,Sole Cropping,Transplanting,good,45
K23-3-897,Odisha,2023-24,KHARIF (2023),5,5,5,PaddyDhan,POOJA (IET-12241),C002,V096,FOUNDATION I,CERTIFIED I,225,150,150,Week 4,JUNE,Week 1,DECEMBER,DHENKANAL,DHENKANAL SADAR,Chaulia,2.6,Sole Cropping,Transplanting,good,150
R23-3-204,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,18,11,11,Week 3,JANUARY,Week 1,APRIL,KENDRAPARA,DERABISH,Panapada,0.4,Sole Cropping,Broadcasting,good,12
K23-5-250,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,CR 1009 SUB-1,C002,V380,FOUNDATION I,CERTIFIED I,80,44.5,44.5,Week 5,JUNE,Week 1,DECEMBER,KENDUJHAR,GHASIPURA,Khaliamenta,1,Sole Cropping,Transplanting,average,55
R23-8-1391,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,14.2,14,14,Week 1,FEBRUARY,Week 5,APRIL,BALESHWAR,JALESWAR,Sikharpur,0.4,Sole Cropping,Broadcasting,good,14.5
R23-8-832,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,13,13,13,Week 1,FEBRUARY,Week 4,APRIL,BALESHWAR,BALIAPAL,Ganja,0.4,Sole Cropping,Broadcasting,good,14
K23-1-1155,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,MTU-7029(SWARNA),C002,V016,FOUNDATION I,CERTIFIED I,80,70,70,Week 2,AUGUST,Week 4,NOVEMBER,BARGARH,PAIKMAL,Sapalahar,1,Sole Cropping,Transplanting,good,80
K23-5-284,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,SAHABHAGI DHAN,C002,V235,FOUNDATION I,CERTIFIED I,80,22,22,Week 5,JUNE,Week 3,NOVEMBER,MAYURBHANJ,BANGRIPOSI,Kusumbandha,1,Sole Cropping,Transplanting,good,50
K23-7-303,Odisha,2023-24,KHARIF (2023),6,6,5.7,PaddyDhan,Chandra(MTU-1153),C002,V395,FOUNDATION I,CERTIFIED I,302.1,302.5,302.5,Week 4,JUNE,Week 3,NOVEMBER,KALAHANDI,MADANPUR RAMPUR,Deulasulia,3,Sole Cropping,Transplanting,excellent ,275
K23-7-987,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,Tarangini (MTU 1156),C002,V379,FOUNDATION I,CERTIFIED I,104,33,33,Week 2,JULY,Week 3,NOVEMBER,NUAPADA,KHARIAR,Sikuan,1,Sole Cropping,Transplanting,good,40
K23-6-671,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,Sarala (IET-10279),C002,V234,CERTIFIED I,CERTIFIED II,76,45,45,Week 4,JUNE,Week 2,DECEMBER,GANJAM,DHARAKOTE,Mardakote,1,Sole Cropping,Transplanting,good,45
K23-8-140,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,Tarangini (MTU 1156),C002,V379,FOUNDATION I,CERTIFIED I,36,39.5,39.5,Week 3,JULY,Week 3,OCTOBER,BALESHWAR,BAHANAGA,Pandasuni,1,,,,36
K23-7-590,Odisha,2023-24,KHARIF (2023),0.5,0.5,0.5,PaddyDhan,ANNADA,C002,V042,BREEDER,FOUNDATION I,25,27.5,27.5,Week 1,JULY,Week 5,NOVEMBER,BALANGIR,AGALPUR,Dunguripali,0.3,Sole Cropping,Transplanting,good,25
K23-2-210,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,Hasanta,C002,V416,CERTIFIED I,CERTIFIED II,94,77,77,Week 3,JULY,Week 4,NOVEMBER,NAYAGARH,ODAGAON,Badakutuni,1,Sole Cropping,Transplanting,good,90
K23-5-666,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,CR 1009 SUB-1,C002,V380,FOUNDATION I,CERTIFIED I,104,46,46,Week 1,JULY,Week 3,DECEMBER,MAYURBHANJ,BADASAHI,Talanda,1,Sole Cropping,Transplanting,good,46
K23-6-654,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,POOJA (IET-12241),C002,V096,FOUNDATION I,CERTIFIED I,80,45,45,Week 1,AUGUST,Week 1,DECEMBER,GANJAM,PURUSHOTTAMPUR,Bhatakumarada,1,Sole Cropping,Transplanting,good,50
K23-3-1031,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,Pradhan Dhan (CR 409),C002,V458,CERTIFIED I,CERTIFIED II,90,66,66,Week 5,JUNE,Week 3,DECEMBER,JAGATSINGHAPUR,JAGATSINGHPUR,Biribati,1,Sole Cropping,Transplanting,good,60
R23-7-57,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,12,12,12,Week 2,JANUARY,Week 3,APRIL,SONEPUR,ULLUNDA,Kumarkeli,0.4,Sole Cropping,Broadcasting,good,12
R23-3-479,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,20,11,11,Week 3,JANUARY,Week 3,APRIL,CUTTACK,NIALI,Mahanga,0.4,Sole Cropping,Broadcasting,good,12
R23-8-55,Odisha,2023-24,RABI (2023-24),2,2,2,Toria,Sushree,C036,V438,FOUNDATION I,CERTIFIED I,13,13,13,Week 1,DECEMBER,Week 5,FEBRUARY,BALESHWAR,BASTA,Gilajori,0.2,Sole Cropping,Broadcasting,good,13
K23-7-175,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,Swarna Shreya,C002,V434,FOUNDATION I,CERTIFIED I,90,55,55,Week 5,JUNE,Week 1,NOVEMBER,KALAHANDI,JUNAGARH,Talajaring,0.8,,,good,90
K23-7-151,Odisha,2023-24,KHARIF (2023),6,6,4,Pigeon pea (Red gram/Arhar),Ujwala (PRG 176),C022,V341,FOUNDATION I,CERTIFIED I,72,35,35,Week 2,JULY,Week 2,JANUARY,BALANGIR,TUREKELA,Mahulbahali,0.04,Sole Cropping,Dibbling,good,70
R23-2-625,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,14,13.5,13.5,Week 2,JANUARY,Week 3,APRIL,PURI,DELANGA,Arisal,0.4,Sole Cropping,Drilling,average,13.5
R23-5-540,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,14,14,14,Week 3,JANUARY,Week 4,APRIL,MAYURBHANJ,KAPTIPADA,Chuinposi,0.4,Sole Cropping,Broadcasting,good,14
R23-2-361,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),LBG 787 (Tulasi),C011,V468,CERTIFIED I,CERTIFIED II,14,13,13,Week 2,JANUARY,Week 3,APRIL,PURI,PIPILI,Kakudi Kusang,0.4,Sole Cropping,Broadcasting,good,13
R23-8-1360,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),Shashi(OBG 33),C011,V511,CERTIFIED I,CERTIFIED II,14.2,14,14,Week 2,FEBRUARY,Week 5,APRIL,BALESHWAR,BHOGRAI,Sukasandha,0.4,Sole Cropping,Broadcasting,good,14.5
K23-3-1128,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,POOJA (IET-12241),C002,V096,FOUNDATION I,CERTIFIED I,90,72,72,Week 2,JULY,Week 3,NOVEMBER,ANUGUL,BANARPAL,Talamulasasan,1,Sole Cropping,Transplanting,good,70
K23-4-350,Odisha,2023-24,KHARIF (2023),3,3,3,PaddyDhan,Tarangini (MTU 1156),C002,V379,FOUNDATION I,CERTIFIED I,120,72,72,Week 2,JULY,Week 3,NOVEMBER,KORAPUT,JEYPORE,Kunturukhal,1.2,,,good,66
R23-2-922,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,14,13.5,13.5,Week 2,JANUARY,Week 3,APRIL,PURI,PIPILI,Jagannathpur,0.4,Sole Cropping,Broadcasting,good,13.5
K23-8-189,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,PRATIKSHYA (ORS 201-5)(IET-15191),C002,V097,FOUNDATION I,CERTIFIED I,81,49,49,Week 3,JULY,Week 1,DECEMBER,BHADRAK,BHANDARIPOKHARI,Saro,1,Sole Cropping,Transplanting,good,56
K23-7-820,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,Kalachampa,C002,V372,FOUNDATION I,CERTIFIED I,110,64,64,Week 2,JUNE,Week 4,DECEMBER,NUAPADA,KHARIAR,Sikuan,1,Sole Cropping,Transplanting,good,70
R23-8-354,Odisha,2023-24,RABI (2023-24),2,1.5,1,Ground nut PeanutMung phalli,Gujarat Junagarh Groundnut 32(GJG 32)(ICGV 03043),C026,V514,CERTIFIED I,CERTIFIED II,14.2,14,14,Week 2,FEBRUARY,Week 2,APRIL,BALESHWAR,BALIAPAL,Dagara,3,Sole Cropping,Dibbling,good,14.8
K23-4-379,Odisha,2023-24,KHARIF (2023),3,3,3,PaddyDhan,MTU-1010 (COTTONDORA SANNALU),C002,V045,CERTIFIED I,CERTIFIED II,114,125,125,Week 1,JULY,Week 3,NOVEMBER,KORAPUT,JEYPORE,Balia,1.6,,,good,114
R23-8-513,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,13.8,14,14,Week 1,FEBRUARY,Week 5,APRIL,BALESHWAR,JALESWAR,Sikharpur,0.4,Sole Cropping,Broadcasting,good,14
K23-5-544,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,MTU-7029(SWARNA),C002,V016,FOUNDATION I,CERTIFIED I,96,47,47,Week 4,JUNE,Week 1,DECEMBER,MAYURBHANJ,BETNOTI,Durgapur,1,Sole Cropping,Transplanting,good,47
K23-1-2209,Odisha,2023-24,KHARIF (2023),2,2,2,Black gram (Biri),LBG 787 (Tulasi),C011,V468,CERTIFIED I,CERTIFIED II,20,19.25,19.25,Week 1,SEPTEMBER,Week 2,NOVEMBER,BARGARH,JHARBANDH,Niljipatra,0.2,Sole Cropping,Broadcasting,good,17.5
K23-1-400,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,Swarna Shreya,C002,V434,FOUNDATION I,CERTIFIED I,90,50,50,Week 3,JUNE,Week 4,NOVEMBER,SAMBALPUR,JAMANKIRA,Fasimal,0.6,Sole Cropping,Transplanting,good,50
K23-7-126,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,POOJA (IET-12241),C002,V096,FOUNDATION I,CERTIFIED I,108,105,105,Week 4,JUNE,Week 3,DECEMBER,KALAHANDI,BHAWANIPATNA,Medinipur,1,Sole Cropping,Transplanting,good,105
R23-5-587,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,16,16.5,16.5,Week 3,JANUARY,Week 2,APRIL,KENDUJHAR,KENDUJHAR SADAR,Kaniposi,0.4,Sole Cropping,Broadcasting,good,16.5
K23-7-1051,Odisha,2023-24,KHARIF (2023),1,1,1,PaddyDhan,POOJA (IET-12241),C002,V096,FOUNDATION I,CERTIFIED I,50,50,50,Week 2,JULY,Week 3,DECEMBER,BALANGIR,AGALPUR,Keseipali,0.4,Sole Cropping,Transplanting,good,50
R23-1-183,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,10,10,10,Week 1,JANUARY,Week 4,MARCH,BARGARH,PAIKMAL,Bambarit,0.4,Sole Cropping,Broadcasting,good,10
K23-1-2077,Odisha,2023-24,KHARIF (2023),2,2,2,Green Gram(Mung),IPM 205-7 (Virat),C015,V437,CERTIFIED I,CERTIFIED II,16,17.6,17.6,Week 4,AUGUST,Week 3,NOVEMBER,BARGARH,PADAMPUR,Sargijuri,0.4,Sole Cropping,Broadcasting,good,17
R23-7-3,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,50,19.8,19.8,Week 1,JANUARY,Week 4,APRIL,BALANGIR,PUINTALA,Sikabahenga,0.4,Sole Cropping,Dibbling,good,18
K23-6-170,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,RGL-2537(SRIKAKULAM SANNALU),C002,V115,CERTIFIED I,CERTIFIED II,80,66,66,Week 3,JULY,Week 2,DECEMBER,GAJAPATI,GUMMA,Padmapur,1,Sole Cropping,Transplanting,good,60
K23-6-443,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,CIHERANG SUB-1(BINA-11),C002,V343,FOUNDATION I,CERTIFIED I,62,46,46,Week 2,JULY,Week 5,NOVEMBER,GANJAM,BHANJANAGAR,Golapada,1,Sole Cropping,Transplanting,good,46
K23-1-532,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,MTU-1001(VIJETHA),C002,V127,FOUNDATION I,CERTIFIED I,100,50,50,Week 3,JUNE,Week 5,NOVEMBER,SAMBALPUR,RENGALI,Ghantamal,0.8,Sole Cropping,Transplanting,good,60
K23-7-447,Odisha,2023-24,KHARIF (2023),8,8,6,Pigeon pea (Red gram/Arhar),Amaravathi (LRG-52),C022,V456,FOUNDATION I,CERTIFIED I,102,110,110,Week 4,JULY,Week 5,JANUARY,BALANGIR,PATNAGARH,Maral,0.04,Sole Cropping,Dibbling,good,100
R23-2-483,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),Indira Urd Pratham (RU 03-14),C011,V440,FOUNDATION I,CERTIFIED I,14,13,13,Week 2,JANUARY,Week 3,APRIL,PURI,DELANGA,Khelaur,0.4,Sole Cropping,Drilling,average,13
K23-4-463,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,MTU-1001(VIJETHA),C002,V127,CERTIFIED I,CERTIFIED II,80,88,88,Week 2,JULY,Week 4,NOVEMBER,KORAPUT,KUNDURA,Digapur,1,Sole Cropping,Transplanting,good,80
R23-3-59,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,20,11,11,Week 3,JANUARY,Week 3,APRIL,JAJAPUR,KOREI,Mrutunjayapur,0.4,Sole Cropping,Transplanting,average,12
R23-8-127,Odisha,2023-24,RABI (2023-24),6,6,6,Toria,Sushree,C036,V438,FOUNDATION I,CERTIFIED I,43.2,45.5,45.5,Week 3,NOVEMBER,Week 1,MARCH,BALESHWAR,NILGIRI,Analapal,0.6,Sole Cropping,Broadcasting,good,44
K23-3-900,Odisha,2023-24,KHARIF (2023),1,1,1,PaddyDhan,Kalachampa,C002,V372,FOUNDATION I,CERTIFIED I,50,20,20,Week 1,JULY,Week 1,DECEMBER,DHENKANAL,BHUBAN,Basudeipur,0.6,Sole Cropping,Transplanting,good,18.5
R23-2-1175,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,14,13.5,13.5,Week 2,JANUARY,Week 3,APRIL,KHORDHA,BALIPATNA,Badala Sasan,0.4,Sole Cropping,Broadcasting,good,13.5
K23-2-696,Odisha,2023-24,KHARIF (2023),4,4,4,PaddyDhan,Sarala (IET-10279),C002,V234,FOUNDATION I,CERTIFIED I,160,120,120,Week 1,JULY,Week 5,DECEMBER,PURI,NIMAPADA,Resinga,2,Sole Cropping,Transplanting,average,120
K23-5-693,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,Kalachampa,C002,V372,FOUNDATION I,CERTIFIED I,110,58,58,Week 4,JUNE,Week 2,DECEMBER,MAYURBHANJ,KAPTIPADA,Kukurdima,1,Sole Cropping,Transplanting,good,60
R23-8-1124,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,12.6,12.5,12.5,Week 2,FEBRUARY,Week 5,APRIL,BALESHWAR,JALESWAR,Paikasida,0.4,Sole Cropping,Broadcasting,good,13
R23-1-246,Odisha,2023-24,RABI (2023-24),1,1,1,Ground nut PeanutMung phalli,Gujarat Junagarh Groundnut 32(GJG 32)(ICGV 03043),C026,V514,FOUNDATION I,CERTIFIED I,20,18.5,18.5,Week 1,JANUARY,Week 5,MAY,SUNDARGARH,LEPHRIPARA,Telendihi,1.5,Sole Cropping,Broadcasting,good,20
K23-7-966,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,LALAT (IET-9947),C002,V011,BREEDER,FOUNDATION I,100,110,110,Week 1,JULY,Week 1,NOVEMBER,BALANGIR,LOISINGA,Chhatabahal,0.3,Sole Cropping,Transplanting,good,100
R23-3-518,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,20,13.5,13.5,Week 3,JANUARY,Week 1,MAY,KENDRAPARA,KENDRAPADA,Itipur,0.4,Sole Cropping,Transplanting,average,14
K23-7-1008,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,MTU 1075 (IET 18482),C002,V015,BREEDER,FOUNDATION I,110,110,110,Week 1,JULY,Week 6,NOVEMBER,SONEPUR,BINIKA,Sankara,1.2,Sole Cropping,Transplanting,good,110
R23-1-739,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),LBG 787 (Tulasi),C011,V468,CERTIFIED I,CERTIFIED II,14,10.4,10.4,Week 1,JANUARY,Week 5,APRIL,BARGARH,PAIKMAL,Lakhamara,0.4,Sole Cropping,Broadcasting,good,14
R23-3-26,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,20,11.5,11.5,Week 3,JANUARY,Week 1,APRIL,CUTTACK,MAHANGA,Kusunpur,0.4,Sole Cropping,Broadcasting,good,11.5
R23-2-490,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,15,14,14,Week 2,JANUARY,Week 3,APRIL,PURI,PIPILI,Malibarahi,0.4,Sole Cropping,Broadcasting,good,13.5
K23-1-1368,Odisha,2023-24,KHARIF (2023),1,1,1,PaddyDhan,Chandra(MTU-1153),C002,V395,BREEDER,FOUNDATION I,30,30,30,Week 3,JUNE,Week 1,NOVEMBER,BARGARH,ATTABIRA,Silat,0.6,Sole Cropping,Transplanting,good,30
